job_position_name,matched_score,Cosine_TFIDF,Cosine_Semantic,Cosine_Hybrid,Cosine_Objective_Fit,Effective_Experience_Years,Semantic_x_Experience,flag_entry_level,Processed_CV,Processed_JD,Experience_Penalty
Mechanical Designer,0.75,0.38332857955730065,0.6797848,0.6150734784031869,0.529548168182373,34.5,23.452574729919434,False,senior manager yrs instructional designer training manager database manager senior accountant yrs online course instructor yrs design creation cad drawing design optimization collaboration compliance assurance design review manufacturing support documentation design creation cad drawing design optimization collaboration compliance assurance design review manufacturing support documentation master science bachelor science bachelor science education option online teaching learn accounting business administration microsoft office suite videoscribe software peoplesoft finance application accounting billing change management contract client relation database delivery eclipse finance financial report financial statement office hire instructor instructional design leadership training logistic managing need analysis payable peoplesoft hrm peoplesoft personnel program management project management project plan teach training material training design development training material training program upgrade view project management training facilitation instructional design development client relation program management accounting instructional design training management database management online course instruction,mechanical designer autocad solidwork design creation cad drawing design optimization collaboration compliance assurance design review manufacturing support documentation bachelor degree mechanical engineering,29.5
Asst. Manager/ Manger (Administrative),0.65,0.7409355324416821,0.6581989,0.6304865798627002,0.48055097803859315,6.2,4.08083313703537,False,dena fund business analyst yrs administrative support scheduling filing documentation support equipment maintenance information provision inventory management collaboration ohs policy development safety advice risk assessment policy review ohs training safety inspection unsafe act prevention incident investigation report preparation administrative support scheduling filing documentation support equipment maintenance information provision inventory management collaboration ohs policy development safety advice risk assessment policy review ohs training safety inspection unsafe act prevention incident investigation report preparation bca python tableau power bi sql sas deep learning neural network artificial intelligence predictive datum analysis large scale datum,asst manager manger administrative administration health safety safety security management administrative support scheduling filing documentation support equipment maintenance information provision inventory management collaboration ohs policy development safety advice risk assessment policy review ohs training safety inspection unsafe act prevention incident investigation report preparation bachelor honor,1.2000000000000002
Machine Learning (ML) Engineer,0.65,0.83857882620078,0.8061563,0.7429649891088286,0.48055097803859315,6.4,5.159400177001953,False,consultancy associate consultant yrs tanisha quromba brokerage junior analyst intern yrs machine learn leadership cross functional collaboration strategy development ml nlp infrastructure prototype transformation ml system design algorithm research application development dataset selection ml test statistical analysis ml nlp text representation datum pipeline design statistical datum analysis model training collaboration research report algorithm analysis machine learn leadership cross functional collaboration strategy development ml nlp infrastructure prototype transformation ml system design algorithm research application development dataset selection ml test statistical analysis ml nlp text representation datum pipeline design statistical datum analysis model training collaboration research report algorithm analysis economics datum analytic linear regression logistic regression business intelligence business analysis graphql python,machine learning ml engineer machine learn leadership cross functional collaboration strategy development ml nlp infrastructure prototype transformation ml system design algorithm research application development dataset selection ml test statistical analysis ml nlp text representation datum pipeline design statistical datum analysis model training collaboration research report algorithm analysis computer science engineering,1.4000000000000004
Mechanical Designer,0.316666667,0.4504714428214136,0.69888747,0.6342626318377992,0.45302814245224,0.2,0.1397774934768677,False,genisup india intern yrs vug technology intern yrs design creation cad drawing design optimization collaboration compliance assurance design review manufacturing support documentation design creation cad drawing design optimization collaboration compliance assurance design review manufacturing support documentation tech electrical engineering specialization computer science xii electrical engineering specialize computer science cplusplus python java html css javascript datum structure sql pycharm jupyter notebook google colab code blocks matlab turbo cplusplus office scikit learn tensorflow opencv numpy pytesseract keras nlp web scrap lda topic modeling ocr pytesseract ner text classification deep learn computer vision opencv ssd gans neural network deep learning machine learn python data science python,mechanical designer autocad solidwork design creation cad drawing design optimization collaboration compliance assurance design review manufacturing support documentation bachelor degree mechanical engineering,-23.04
Mechanical Engineer,0.583333333,0.3301771881382971,0.7170501,0.6367495504872963,0.3457801342010498,5.5,3.9437754154205322,False,genesis android developer intern yrs novalsys android developer intern yrs machinery maintenance troubleshooting report preparation log maintenance machinery maintenance troubleshooting report preparation log maintenance bachelor science computer science java spring javascript css html rest apis react native kotlin postgresql mysql java kotlin android development performance monitor quality assurance problem solve collaboration android development bug fix performance improvement cross functional collaboration datum integrity feature development,mechanical engineer maintenance troubleshoot mechanical machinery maintenance troubleshooting report preparation log maintenance bachelor science bsc mechanical engineering diploma mechanical,3.5
Database Administrator (DBA),0.85,0.6468005772731026,0.782133,0.7096467721821736,0.48055097803859315,6.1,4.7710111975669856,True,bluem solution associate software engineer analyst yrs database design development sql query optimization datum integrity security bi solutions development etl process implementation database maintenance backup restore management index rebuilding performance tune sql server cluster high availability sql server replication high availability management database monitor troubleshooting database design development sql query optimization datum integrity security bi solutions development etl process implementation database maintenance backup restore management index rebuilding performance tune sql server cluster high availability sql server replication high availability management database monitoring troubleshoot tech electronic telecommunication machine learn method development artificial intelligence datum model datum visualization datum validation deep learning mysql mongodb python plotly seaborn matplotlib machine learn python,database administrator dba aspdotnet mvc database design database administrator dba database management elasticsearch mongodb mysql database nosql database redis database design development sql query optimization datum integrity security bi solutions development etl process implementation database maintenance backup restore management index rebuilding performance tune sql server cluster high availability sql server replication high availability management database monitoring troubleshoot bachelor science bsc computer science,5.1
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.85,0.7844881320453098,0.70176005,0.6648691064916131,0.48055097803859315,35.4,24.842305898666382,False,engineer technician yrs consultant yrs engineer technician yrs manufacturing lead yrs hardware network installation troubleshoot diagnostic user training capacity build hardware replacement fault repair system setup software license account management backup management system update maintenance server storage management documentation technical specification datum protection disaster recovery storage database planning power disk backup incident management escalation service restoration user verification incident classification resolution major incident escalation problem error management task assignment execution hardware network installation troubleshoot diagnostic user training capacity build hardware replacement fault repair system setup software license account management backup management system update maintenance server storage management documentation technical specification datum protection disaster recovery storage database planning power disk backup incident management escalation service restoration user verification incident classification resolution major incident escalation problem error management task assignment execution business administration business administration budget hardware network system database dec documentation inspection logistic meeting excel microsoft office outlook powerpoint network network operating system oracle personnel presentation progress quality documentation router safety scheduling shipping spreadsheet supervision excel powerpoint oracle network documentation shipping production microsoft office database network system production,system administrator operation maintenance server storage service desk system cisco linux operation maintenance server hardware network installation troubleshoot diagnostic user training capacity build hardware replacement fault repair system setup software license account management backup management system update maintenance server storage management documentation technical specification datum protection disaster recovery storage database planning power disk backup incident management escalation service restoration user verification incident classification resolution major incident escalation problem error management task assignment execution bachelor honor,31.4
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.626666667,0.4940734759090397,0.751871,0.6752802268683394,0.4886389374732971,6.6,4.962348532676696,False,larsen toubro analyst intern yrs trade marketing executive brand visibility sale target field marketing campaign product distribution brand head excel kpi tracking trade marketing executive brand visibility sale target field marketing campaign product distribution brand head excel kpi track tech information technology artificial intelligence deep learning reinforcement learn tensorflow keras scikit learn numpy panda matplotlib ocr machine learning,executive senior executive trade marketing hygiene product brand promotion campaign management field supervision merchandise promotional trade marketing trade marketing executive brand visibility sale target field marketing campaign product distribution brand head excel kpi tracking master business administration mba,3.5999999999999996
Project Coordinator (Civil),0.333333333,0.5543949660715118,0.68599623,0.6340843908887946,0.3815094828605652,5.5,3.772979289293289,False,genesis android developer intern yrs novalsys android developer intern yrs project design datum analysis accord alliance bnbc standard cost estimation feasibility study documentation compliance site monitor policy enforcement legal compliance datum management collaboration project design datum analysis accord alliance bnbc standard cost estimation feasibility study documentation compliance site monitor policy enforcement legal compliance datum management collaboration bachelor science computer science java spring javascript css html rest apis react native kotlin postgresql mysql java kotlin android development performance monitor quality assurance problem solve collaboration android development bug fix performance improvement cross functional collaboration datum integrity feature development,project coordinator civil auto cad civil civil construction civil engineering project design datum analysis accord alliance bnbc standard cost estimation feasibility study documentation compliance site monitor policy enforcement legal compliance datum management collaboration bachelor business administration bba human resource management,0.5
Executive/ Sr. Executive -IT,0.65,0.5330092590318364,0.66226536,0.6155540678871922,0.48055097803859315,7.3,4.834537130594254,False,tml infotech junior machine learning deep learning engineer yrs hardware software installation system monitor support network mail server administration security management troubleshooting repair operation support hardware software installation system monitor support network mail server administration security management troubleshooting repair operation support tech cse machine learn datum science deep learning decision tree random forest xgboost catboost classification regression scikit learn numpy panda opencv python matplotlib loss optimization machine learn deep learn datum science,executive executive hardware software installation system monitor support network mail server administration security management troubleshooting repair operation support bachelor science bsc computer science engineering,4.3
Mechanical Engineer,0.2166666666666666,0.3626858080044855,0.69349647,0.6229562202411697,0.48055097803859315,23.9,16.574565529823303,False,senior accountant yrs accountant yrs financial analyst yrs machinery maintenance troubleshooting report preparation log maintenance machinery maintenance troubleshooting report preparation log maintenance bachelor business administration accounting aderant cms excel quickbook pro sql access peachtree hyperion essbase financial report gaap principle ifrs bookkeeping budget development individual tax return,mechanical engineer maintenance troubleshoot mechanical machinery maintenance troubleshooting report preparation log maintenance bachelor science bsc mechanical engineering diploma mechanical,21.9
Network Support Engineer,0.85,0.48322846113834084,0.7673168,0.6852217996364746,0.518694281578064,28.1,21.56160259246826,False,engineer technician yrs senior engineering technician yrs engineer technician yrs mikrotik router configuration olt device setup management integration billing software network monitoring tool integration connectivity troubleshoot technical support escalation installation configuration gpon epon cisco olt mikrotik mikrotik router configuration olt device setup management integration billing software network monitoring tool integration connectivity troubleshoot technical support escalation installation configuration gpon epon cisco olt mikrotik aas construction management civil construction engineering technology arcview autocad draft gps graphic inspection microsoft access microstation file maintenance repair supervision survey utility design draft microstation geopak arcview microsoft access survey trimble gps topcon total station file maintenance topo graphic survey land survey construction survey ashtec gps trimble total station autocad eagle point survey trimble gps geodimeter total station environmental sampling construction inspection stream gauge microstation,network support engineer ccna cisco certify network associate gpon hardware network iig isp enable service olt onu mikrotik router configuration olt device setup management integration billing software network monitoring tool integration connectivity troubleshoot technical support escalation installation configuration gpon epon cisco olt mikrotik diploma bachelor honor,25.1
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.65,0.5250568464842005,0.74870473,0.6757035624394514,0.4562155306339264,8.2,6.139378798007964,False,acs solutions software engineer machine learn yrs trade marketing executive brand visibility sale target field marketing campaign product distribution brand head excel kpi tracking trade marketing executive brand visibility sale target field marketing campaign product distribution brand head excel kpi track tech python machine learn deep learning datum analysis computer vision aws scikit learn numpy java cplusplus sap machine learning react mqtt cloud,executive senior executive trade marketing hygiene product brand promotion campaign management field supervision merchandise promotional trade marketing trade marketing executive brand visibility sale target field marketing campaign product distribution brand head excel kpi tracking master business administration mba,5.199999999999999
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.4152009790809603,0.67894137,0.617207553856496,0.39573341608047485,23.1,15.68354562520981,True,equipment engineering technician yrs mechanical technician yrs operate engineer test technician yrs logistic coordinator lab technician yrs production control analyst yrs material production planner yrs generative ai development evolutionary computation deep learning optimization expert system design representation datum preprocessing model training research integration generative ai development evolutionary computation deep learning optimization expert system design representation datum preprocessing model training research integration general course technical diploma material management law enforcement mechanical test equipment office key touch customer service forklift crane certification motivation leadership ndt mechanical theory pneumatic hydraulic theory automation closing coach oral hardware customer support designing direction hand tool inventory iso machinery material mechanical personnel process procurement program progress quality quality control receive repair repair research robotic system safety scheduling shipping simulation supervisor test equipment troubleshoot write article design simulation implementation commission programming troubleshooting maintenance automation electrical system direction coach safety technical problem solve supervision inventory management repair service customer support equipment installation fire alarm system preventive maintenance facility operation machinery maintenance testing equipment wind tunnel mechanical modification installation system inspection report generation logistic coordination equipment maintenance troubleshoot inventory management compliance material expedite configuration verification problem solve audit promis software logistic production planning material management schedule management order management obtain teamwork integrity professionalism high standard mission statement engage new challenge learn experience,intern generative ai engineering image generation generative ai development evolutionary computation deep learning optimization expert system design representation datum preprocessing model training research integration bachelor science bsc,23.1
Executive - VAT,0.65,0.5887859703727099,0.7925561,0.7120169879539486,0.39828625321388245,6.4,5.072359085083008,True,solution data scientist yrs mushak form maintenance vat software office maintenance vat ledger management vat challan coordination liaison vat office vat documentation assign task mushak form maintenance vat software office maintenance vat ledger management vat challan coordination liaison vat office vat documentation assign task data analysis business analysis machine learning regression analysis time series analysis sql base sas python nlp credit risk tableau statistical analysis datum visualization datum science power bi eda data clean datum model eda modeler like learn data contain model depend problem leverage different visualization tool aid extract datum finally use ml algorithm outcome,executive vat vat tax mushak form maintenance vat software office maintenance vat ledger management vat challan coordination liaison vat office vat documentation assign task bba accounting finance,5.4
Mechanical Engineer,0.65,0.2948335452769908,0.75655144,0.6615231603331514,0.3649401068687439,14.0,10.591720223426819,False,princeton international mathematic science computer science teacher yrs hka enterprise software engineer yrs academy junior software engineer yrs machinery maintenance troubleshooting report preparation log maintenance machinery maintenance troubleshooting report preparation log maintenance master science bachelor science computer science computer science html css javascript angular python git algorithm design technical writing datum analysis patience javascript teaching program development technical support database design software test agile scrum code write cicd,mechanical engineer maintenance troubleshoot mechanical machinery maintenance troubleshooting report preparation log maintenance bachelor science bsc mechanical engineering diploma mechanical,12.0
Sr.Officer / Executive - Internal Audit,0.85,0.5246654312694222,0.71567017,0.6524225849962773,0.48055097803859315,6.7,4.794990128278733,False,home credit india finance finance technology expert yrs internal audit assistance voucher bill verification cost sheet analysis voucher verification expense verification salary wage verification market rate verification internal audit assistance voucher bill verification cost sheet analysis voucher verification expense verification salary wage verification market rate verification economic msc economics economics economic econometric problem solve data analytic datum model datum validation datum report business intelligence datum manipulation datum mining machine learn programming sql oracle scorecard ifrs datum analytic machine learning,officer executive internal audit have cacc firm internal audit compliance internal audit assistance voucher bill verification cost sheet analysis voucher verification expense verification salary wage verification market rate verification master commerce mcom accounting cacc certification firm,4.7
Management Trainee - Mechanical,0.596666667,0.4742841661016058,0.7546745,0.6755595847922649,0.48055097803859315,8.1,6.11286340355873,True,axis bank limit software developer machine learn engineer yrs management trainee mechanical system maintenance troubleshooting performance analysis project support process improvement training development administrative support management trainee mechanical system maintenance troubleshooting performance analysis project support process improvement training development administrative support tech electronic telecommunication software development machine learn deep learn risk assessment requirement gathering application support javascript python docker html hive css cplusplus unify payment interface risk prediction big data spark pyspark,management trainee mechanical computer skill good mechanical engineering quick hard management trainee mechanical system maintenance troubleshooting performance analysis project support process improvement training development administrative support fresh graduate bachelor degree mechanical engineering field,8.1
Machine Learning (ML) Engineer,0.85,0.5455098021441711,0.8065498,0.718161262400341,0.48055097803859315,31.6,25.48697328567505,False,software engineering manager yrs software engineering manager yrs principal software engineer yrs software engineer yrs machine learn leadership cross functional collaboration strategy development ml nlp infrastructure prototype transformation ml system design algorithm research application development dataset selection ml test statistical analysis ml nlp text representation datum pipeline design statistical datum analysis model training collaboration research report algorithm analysis machine learn leadership cross functional collaboration strategy development ml nlp infrastructure prototype transformation ml system design algorithm research application development dataset selection ml test statistical analysis ml nlp text representation datum pipeline design statistical datum analysis model training collaboration research report algorithm analysis computer science electronic engineering api approach atl audio backup broadcast cplusplus cli com hardware concept content client documentation html edit xml ftp functional drawing gui ids innovation explorer javascript json lan csharp mfc office win windows migration nas oop page proxy render san scrum server specification management thread troubleshoot video video editing visual cplusplus workflow writer visual cplusplus window stl oop mfc thread file maps atl ipc ftp tcp xml json services web service rest api soa medium format standard codec sdk integration mpeg dash api design documentation management development process document peer code review crash dump analysis cplusplus win thread gui project medium management tool render bank video effect,machine learning ml engineer machine learn leadership cross functional collaboration strategy development ml nlp infrastructure prototype transformation ml system design algorithm research application development dataset selection ml test statistical analysis ml nlp text representation datum pipeline design statistical datum analysis model training collaboration research report algorithm analysis computer science engineering,26.6
AI Engineer,0.75,0.5165932092046981,0.760625,0.6833678885522045,0.48055097803859315,6.1,4.639812529087067,True,bluem solution associate software engineer analyst yrs machine learn design datum analysis model training ai integration innovation cross functional collaboration model deployment documentation analytical collaboration machine learn design datum analysis model training ai integration innovation cross functional collaboration model deployment documentation analytical collaboration tech electronic telecommunication machine learn method development artificial intelligence datum model datum visualization datum validation deep learning mysql mongodb python plotly seaborn matplotlib machine learn python,ai engineer python java tensorflow pytorch scikit learn machine learn design datum analysis model training ai integration innovation cross functional collaboration model deployment documentation analytical collaboration bachelor master degree computer science engineering field,6.1
HR Officer,0.383333333,0.45817785925706955,0.6705053,0.6149487445161786,0.47787970304489136,1.0,0.6705052852630615,True,accenture application development associate yrs relationship build hr collaboration policy development training management keep compliance employee development policy enforcement task execution relationship build hr collaboration policy development training management keep compliance employee development policy enforcement task execution tech civil deep learning machine learn artificial intelligence linear regression software engineering python java sap cplusplus jenkins kubernetes docker backend sap data loading configuration user story google cloud platform want experiment learn new type datum increase build complex model future,hr officer human resource management relationship build hr collaboration policy development training management keep compliance employee development policy enforcement task execution bachelor business administration bba human resource management bba mba hrm management,1.0
DevOps Engineer,0.85,0.6189108837741908,0.74500823,0.6811341426847324,0.5321496725082397,2.6,1.9370213985443117,False,beckman coulter information system assistant yrs blueocean biomedical associate yrs mathwork web developer intern yrs open source technology cicd culture tooling product availability scalability automation build deploy monitoring reliability infrastructure innovation software engineering velocity infrastructure resiliency security datum availability open source technology cicd culture tooling product availability scalability automation build deploy monitoring reliability infrastructure innovation software engineering velocity infrastructure resiliency security datum availability bachelor science computer science cplusplus python ney asp css javascript visual basic visual foxpro analytical process improvement risk assessment track datum network management scrum agile,devops engineer ansible aws cloud cloud platform devops docker kubernetes java reactjs terraform open source technology cicd culture tooling product availability scalability automation build deploy monitoring reliability infrastructure innovation software engineering velocity infrastructure resiliency security datum availability bachelor honor,-0.15999999999999992
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.85,0.2789692819990931,0.7390022,0.6478156037725262,0.48055097803859315,33.2,24.534873962402347,False,corporate process system engineering manager yrs sdi site operation manager yrs operation manager yrs trade marketing executive brand visibility sale target field marketing campaign product distribution brand head excel kpi tracking trade marketing executive brand visibility sale target field marketing campaign product distribution brand head excel kpi tracking mechanical engineering electrical engineering software engineering operation management change management inventory control policy program development supervision training sound judgment computersavvy calm pressure complex problem solve motivational continuous improvement box think analytical logical leadership lean manufacturing management sigma tool methodology rcm fmea dmaic pfd sigma certify microsoft office microsoft visio business object sap apple lion page keynote number microsoft access visual studio microsoft project netbean textpad sql server powersteere tango html css java java script cplusplus vbdotnet aspdotnet web design web design algorithm software engineering vbdotnet aspdotnet apple budget management business object cplusplus calculator coach continuous improvement css client customer relation customer service documentation facility management financial reporting gui html human resource management hr inventory inventory inventory control java java java java script leadership lean manufacturing managing manufacturing process material microsoft access microsoft office microsoft project microsoft visio work personnel policy problem solve process project management purchasing quality record engineering repair report safety sap sigma software engineering software training sql server supervision supply chain supply chain management tango user support visual studio water treatment web design web design website engineering process software utilization technical resource supply chain sigma lean manufacturing reliability engineering plant operation cost saving preventive maintenance supplier management client management purchase inventory control human resource management productivity facility management safety orientation union non union work analytical technical problem solve leadership lean work,executive senior executive trade marketing hygiene product brand promotion campaign management field supervision merchandise promotional trade marketing trade marketing executive brand visibility sale target field marketing campaign product distribution brand head excel kpi tracking master business administration mba,30.200000000000003
